2026-02-19 20:00:22,307 - __main__ - INFO - **********Starting passengers stubs**********
2026-02-19 20:00:22,307 - __main__ - INFO - Loading payloads from /home/daddy/apps/virt/k8s/apps/data_combo_service/data/biz/passengers.csv
2026-02-19 20:00:22,464 - __main__ - INFO - Loaded 98619 rows
2026-02-19 20:00:22,464 - __main__ - INFO - Selecting 300 random rows
2026-02-19 20:00:22,570 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'c2xsWY', 'First Name': 'Phillipp', 'Last Name': 'Breadmore', 'Gender': 'Male', 'Age': '88', 'Nationality': 'Georgia', 'Country Name': 'French Polynesia', 'flight_id': 8}
2026-02-19 20:17:52,666 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'AEAIGu', 'First Name': 'Eberto', 'Last Name': 'Havesides', 'Gender': 'Male', 'Age': '57', 'Nationality': 'China', 'Country Name': 'New Zealand', 'flight_id': 4}
2026-02-19 20:18:22,668 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'uqxrVL', 'First Name': 'Paulita', 'Last Name': 'Roberson', 'Gender': 'Female', 'Age': '79', 'Nationality': 'China', 'Country Name': 'Canada', 'flight_id': 2}
2026-02-19 20:18:52,671 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'jmMYIV', 'First Name': 'Fabian', 'Last Name': 'Gladtbach', 'Gender': 'Male', 'Age': '75', 'Nationality': 'Greece', 'Country Name': 'United States', 'flight_id': 6}
2026-02-19 20:19:22,674 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'I58h7E', 'First Name': 'Leda', 'Last Name': 'Tulley', 'Gender': 'Female', 'Age': '12', 'Nationality': 'China', 'Country Name': 'Liberia', 'flight_id': 10}
2026-02-19 20:19:52,677 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'JWxIjo', 'First Name': 'Christophorus', 'Last Name': 'Aviss', 'Gender': 'Male', 'Age': '84', 'Nationality': 'Indonesia', 'Country Name': 'Fiji', 'flight_id': 8}
2026-02-19 20:20:22,679 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'NMeDVD', 'First Name': 'Horacio', 'Last Name': 'Rudeyeard', 'Gender': 'Male', 'Age': '28', 'Nationality': 'China', 'Country Name': 'Australia', 'flight_id': 6}
2026-02-19 20:20:52,682 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'BdaDCZ', 'First Name': 'Stephani', 'Last Name': 'Deguara', 'Gender': 'Female', 'Age': '85', 'Nationality': 'Philippines', 'Country Name': 'Madagascar', 'flight_id': 2}
2026-02-19 20:21:22,684 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'a5CrcE', 'First Name': 'Nanon', 'Last Name': 'Hestrop', 'Gender': 'Female', 'Age': '73', 'Nationality': 'Czech Republic', 'Country Name': 'Mexico', 'flight_id': 3}
2026-02-19 20:21:52,687 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'oYzukq', 'First Name': 'Bowie', 'Last Name': 'Blyth', 'Gender': 'Male', 'Age': '8', 'Nationality': 'Russia', 'Country Name': 'United States', 'flight_id': 10}
2026-02-19 20:22:22,690 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'tl1Sr7', 'First Name': 'Irvin', 'Last Name': 'Browne', 'Gender': 'Male', 'Age': '34', 'Nationality': 'North Korea', 'Country Name': 'United States', 'flight_id': 9}
2026-02-19 20:22:52,692 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'YqZFDJ', 'First Name': 'Gilly', 'Last Name': 'Ashmole', 'Gender': 'Female', 'Age': '64', 'Nationality': 'Peru', 'Country Name': 'Algeria', 'flight_id': 10}
2026-02-19 20:23:22,695 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'xa1Tg8', 'First Name': 'Estrellita', 'Last Name': 'Farrer', 'Gender': 'Female', 'Age': '18', 'Nationality': 'Dominican Republic', 'Country Name': 'Japan', 'flight_id': 4}
2026-02-19 20:23:52,698 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '8Abnus', 'First Name': 'Kelsi', 'Last Name': 'Skiplorne', 'Gender': 'Female', 'Age': '10', 'Nationality': 'Kenya', 'Country Name': 'Russian Federation', 'flight_id': 8}
2026-02-19 20:24:22,700 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'PDposG', 'First Name': 'Terra', 'Last Name': 'Kolczynski', 'Gender': 'Female', 'Age': '14', 'Nationality': 'Indonesia', 'Country Name': 'China', 'flight_id': 1}
2026-02-19 20:24:52,703 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'OqYADn', 'First Name': 'Arlan', 'Last Name': 'Plaide', 'Gender': 'Male', 'Age': '83', 'Nationality': 'Portugal', 'Country Name': 'Oman', 'flight_id': 2}
2026-02-19 20:25:22,705 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'u82Sv9', 'First Name': 'Mathilda', 'Last Name': 'Thackston', 'Gender': 'Female', 'Age': '3', 'Nationality': 'Sweden', 'Country Name': 'United States', 'flight_id': 9}
2026-02-19 20:25:52,708 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'iSFEQq', 'First Name': 'Glen', 'Last Name': 'Danes', 'Gender': 'Male', 'Age': '87', 'Nationality': 'Vietnam', 'Country Name': 'Canada', 'flight_id': 9}
2026-02-19 20:26:22,710 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'Mkv9ON', 'First Name': 'Abelard', 'Last Name': 'Nassy', 'Gender': 'Male', 'Age': '72', 'Nationality': 'Albania', 'Country Name': 'Malaysia', 'flight_id': 6}
2026-02-19 20:26:52,713 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'jRfZM5', 'First Name': 'Care', 'Last Name': 'Kearton', 'Gender': 'Male', 'Age': '4', 'Nationality': 'Kenya', 'Country Name': 'Papua New Guinea', 'flight_id': 9}
2026-02-19 20:27:22,716 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'u52A32', 'First Name': 'Shaine', 'Last Name': 'Yearnes', 'Gender': 'Male', 'Age': '65', 'Nationality': 'East Timor', 'Country Name': 'Brazil', 'flight_id': 7}
2026-02-19 20:27:52,718 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ypP6me', 'First Name': 'Borg', 'Last Name': 'Wickardt', 'Gender': 'Male', 'Age': '28', 'Nationality': 'Ukraine', 'Country Name': 'Madagascar', 'flight_id': 6}
2026-02-19 20:28:22,720 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'pDug6o', 'First Name': 'Katuscha', 'Last Name': 'MacFadyen', 'Gender': 'Female', 'Age': '78', 'Nationality': 'China', 'Country Name': 'Bangladesh', 'flight_id': 3}
2026-02-19 20:28:52,723 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ZEvwCU', 'First Name': 'Larry', 'Last Name': 'Georgeau', 'Gender': 'Male', 'Age': '2', 'Nationality': 'Ecuador', 'Country Name': 'Ireland', 'flight_id': 7}
2026-02-19 20:29:22,726 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'mRHFZf', 'First Name': 'Hermione', 'Last Name': 'Beauchop', 'Gender': 'Female', 'Age': '89', 'Nationality': 'Albania', 'Country Name': 'Panama', 'flight_id': 8}
2026-02-19 20:29:52,728 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'MFhsBu', 'First Name': 'Zabrina', 'Last Name': 'Finders', 'Gender': 'Female', 'Age': '89', 'Nationality': 'Kazakhstan', 'Country Name': 'China', 'flight_id': 2}
2026-02-19 20:30:22,731 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'LTZ2Zi', 'First Name': 'Wright', 'Last Name': 'Johncey', 'Gender': 'Male', 'Age': '14', 'Nationality': 'China', 'Country Name': 'Timor-Leste', 'flight_id': 4}
2026-02-19 20:30:52,734 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'seFeRd', 'First Name': 'Annora', 'Last Name': 'Arington', 'Gender': 'Female', 'Age': '61', 'Nationality': 'China', 'Country Name': 'Papua New Guinea', 'flight_id': 8}
2026-02-19 20:31:22,736 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'SZuoDk', 'First Name': 'Pamella', 'Last Name': 'Atcock', 'Gender': 'Female', 'Age': '34', 'Nationality': 'Japan', 'Country Name': 'Kazakhstan', 'flight_id': 7}
2026-02-19 20:31:52,738 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'fHHg6D', 'First Name': 'Jedediah', 'Last Name': 'Mennell', 'Gender': 'Male', 'Age': '78', 'Nationality': 'Russia', 'Country Name': 'Western Sahara', 'flight_id': 6}
2026-02-19 20:32:22,740 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'YMvE1h', 'First Name': 'Carroll', 'Last Name': 'Epton', 'Gender': 'Male', 'Age': '77', 'Nationality': 'China', 'Country Name': 'Australia', 'flight_id': 7}
2026-02-19 20:32:52,743 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '04cb3C', 'First Name': 'Jaime', 'Last Name': 'Lowey', 'Gender': 'Female', 'Age': '7', 'Nationality': 'Indonesia', 'Country Name': 'Botswana', 'flight_id': 5}
2026-02-19 20:33:22,746 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'QE6bHy', 'First Name': 'Quincy', 'Last Name': 'Managh', 'Gender': 'Male', 'Age': '86', 'Nationality': 'Russia', 'Country Name': 'United States', 'flight_id': 3}
2026-02-19 20:33:52,748 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'FkTSpO', 'First Name': 'Reilly', 'Last Name': 'Eynon', 'Gender': 'Male', 'Age': '32', 'Nationality': 'Sweden', 'Country Name': 'Sweden', 'flight_id': 6}
2026-02-19 22:55:09,571 - __main__ - INFO - **********Starting passengers stubs**********
2026-02-19 22:55:09,571 - __main__ - INFO - Loading payloads from /home/daddy/apps/virt/k8s/apps/data_combo_service/data/biz/passengers.csv
2026-02-19 22:55:09,715 - __main__ - INFO - Loaded 98619 rows
2026-02-19 22:55:09,715 - __main__ - INFO - Selecting 300 random rows
2026-02-19 22:55:09,726 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'w8Sxli', 'First Name': 'Carmine', 'Last Name': 'Millmore', 'Gender': 'Male', 'Age': '85', 'Nationality': 'Tanzania', 'Country Name': 'United States', 'flight_id': 9}
2026-02-19 22:55:39,729 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'hBrs0S', 'First Name': 'Elbert', 'Last Name': 'Rochester', 'Gender': 'Male', 'Age': '44', 'Nationality': 'South Africa', 'Country Name': 'Panama', 'flight_id': 9}
2026-02-19 22:56:09,731 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'I5Tf7j', 'First Name': 'Lothario', 'Last Name': 'Gladbach', 'Gender': 'Male', 'Age': '65', 'Nationality': 'Brazil', 'Country Name': 'United States', 'flight_id': 7}
2026-02-19 22:56:39,734 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ShC08T', 'First Name': 'Margo', 'Last Name': 'Langelay', 'Gender': 'Female', 'Age': '66', 'Nationality': 'Indonesia', 'Country Name': 'United States', 'flight_id': 6}
2026-02-19 22:57:09,736 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '6LWCb3', 'First Name': 'Johanna', 'Last Name': 'Lardeur', 'Gender': 'Female', 'Age': '64', 'Nationality': 'Indonesia', 'Country Name': 'Djibouti', 'flight_id': 7}
2026-02-19 22:57:39,739 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '3YNIR4', 'First Name': 'Natassia', 'Last Name': 'Nurny', 'Gender': 'Female', 'Age': '31', 'Nationality': 'Kazakhstan', 'Country Name': 'United States', 'flight_id': 2}
2026-02-19 22:58:09,741 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'owEX4e', 'First Name': 'Aundrea', 'Last Name': 'Halgarth', 'Gender': 'Female', 'Age': '56', 'Nationality': 'Philippines', 'Country Name': 'United States', 'flight_id': 10}
2026-02-19 22:58:39,743 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '9yDOF7', 'First Name': 'Whitman', 'Last Name': 'Klimochkin', 'Gender': 'Male', 'Age': '53', 'Nationality': 'Croatia', 'Country Name': 'Algeria', 'flight_id': 3}
2026-02-19 22:59:09,745 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'S6OIJT', 'First Name': 'Alysa', 'Last Name': 'Geffcock', 'Gender': 'Female', 'Age': '15', 'Nationality': 'Finland', 'Country Name': 'Brazil', 'flight_id': 8}
2026-02-19 22:59:39,747 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'uXLNmf', 'First Name': 'Rosabella', 'Last Name': 'Troak', 'Gender': 'Female', 'Age': '72', 'Nationality': 'Mexico', 'Country Name': 'Honduras', 'flight_id': 9}
2026-02-19 23:00:09,750 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '7HO9vt', 'First Name': 'Brew', 'Last Name': 'Dunmore', 'Gender': 'Male', 'Age': '73', 'Nationality': 'Palestinian Territory', 'Country Name': 'Lesotho', 'flight_id': 3}
2026-02-19 23:00:39,752 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'vUe1Pg', 'First Name': 'Lazar', 'Last Name': 'Goodday', 'Gender': 'Male', 'Age': '31', 'Nationality': 'Philippines', 'Country Name': 'Papua New Guinea', 'flight_id': 8}
2026-02-19 23:01:09,754 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'Imz6os', 'First Name': 'Jonas', 'Last Name': 'Spykings', 'Gender': 'Male', 'Age': '32', 'Nationality': 'China', 'Country Name': 'United States', 'flight_id': 4}
2026-02-19 23:01:39,756 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'WRxSAV', 'First Name': 'Steffie', 'Last Name': 'Trill', 'Gender': 'Female', 'Age': '9', 'Nationality': 'Philippines', 'Country Name': 'Mexico', 'flight_id': 10}
2026-02-19 23:02:09,759 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ddDzxO', 'First Name': 'Lorenza', 'Last Name': 'McGilvra', 'Gender': 'Female', 'Age': '46', 'Nationality': 'Bangladesh', 'Country Name': 'Papua New Guinea', 'flight_id': 6}
2026-02-19 23:02:39,761 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'SqmxTN', 'First Name': 'Cary', 'Last Name': 'Pitman', 'Gender': 'Female', 'Age': '74', 'Nationality': 'China', 'Country Name': 'Mexico', 'flight_id': 4}
2026-02-19 23:03:09,764 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '3yAdsK', 'First Name': 'Shae', 'Last Name': 'Stannion', 'Gender': 'Male', 'Age': '54', 'Nationality': 'Bosnia and Herzegovina', 'Country Name': 'United States', 'flight_id': 9}
2026-02-19 23:03:39,766 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'uI2SI1', 'First Name': 'Marcelline', 'Last Name': 'Halsted', 'Gender': 'Female', 'Age': '53', 'Nationality': 'Indonesia', 'Country Name': 'United States', 'flight_id': 6}
2026-02-19 23:04:09,769 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'AP7Cfe', 'First Name': 'Cameron', 'Last Name': 'Vasyukhichev', 'Gender': 'Male', 'Age': '83', 'Nationality': 'Indonesia', 'Country Name': 'Mali', 'flight_id': 8}
2026-02-19 23:04:39,771 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'c0FqRb', 'First Name': 'Hillery', 'Last Name': 'Duckhouse', 'Gender': 'Male', 'Age': '90', 'Nationality': 'China', 'Country Name': 'United States', 'flight_id': 6}
